tissue,direction,go_id,term,selected_genes,term_size,overlap,p,genes,fdr
root,up,GO:0010200,response to chitin,211,121,21,6.5068366379044835e-21,"AT1G27730,AT1G32640,AT1G80840,AT2G35930,AT3G23250,AT3G45640,AT3G46620,AT3G49530,AT3G50060,AT3G55980,AT3G56400,AT4G18880,AT4G31800,AT4G34410,AT5G04340,AT5G27420,AT5G47220,AT5G49520,AT5G59820,AT5G64660,AT5G66070",1.3208878374946101e-18
root,up,GO:0009611,response to wounding,211,180,20,4.86362804186287e-16,"AT1G17380,AT1G19180,AT1G27730,AT1G30135,AT1G32640,AT1G61340,AT1G72920,AT1G73500,AT1G74930,AT1G76650,AT1G80840,AT2G30020,AT3G44260,AT3G45640,AT3G56700,AT3G61190,AT4G11280,AT5G06320,AT5G42650,AT5G59820",4.936582462490813e-14
shoot,up,GO:2000762,regulation of phenylpropanoid metabolic process,58,7,5,1.955606328778223e-12,"AT1G15670,AT1G80440,AT2G44130,AT3G59940,AT4G38620",1.3884804934325382e-10
root,up,GO:0009751,response to salicylic acid,211,141,15,4.733975740108531e-12,"AT1G21910,AT1G28480,AT1G49010,AT1G61340,AT1G80840,AT2G16720,AT2G40000,AT2G40750,AT2G47190,AT3G50060,AT3G56400,AT3G61190,AT4G31800,AT4G34990,AT5G06320",3.203323584140106e-10
root,up,GO:0009753,response to jasmonic acid,211,147,11,1.418087795195418e-07,"AT1G17380,AT1G19180,AT1G21910,AT1G32640,AT1G49010,AT1G61340,AT3G23250,AT3G56400,AT4G11280,AT4G34990,AT5G42650",7.196795560616747e-06
root,up,GO:0009873,ethylene-activated signaling pathway,211,155,11,2.428956371579158e-07,"AT1G13260,AT1G21910,AT1G22810,AT1G33760,AT1G44830,AT1G73500,AT1G74930,AT1G77640,AT4G34410,AT5G47220,AT5G61600",9.213166993413653e-06
root,up,GO:0002237,response to molecule of bacterial origin,211,16,5,2.723103544851326e-07,"AT1G80840,AT3G50930,AT4G31800,AT5G24590,AT5G26920",9.213166993413653e-06
root,up,GO:0031347,regulation of defense response,211,56,7,8.830676515559813e-07,"AT1G17380,AT1G19180,AT1G30135,AT1G80840,AT2G40750,AT3G56400,AT4G31800",2.560896189512346e-05
root,up,GO:0045893,"positive regulation of transcription, DNA-templated",211,181,11,1.1418653223544702e-06,"AT1G21910,AT1G32640,AT1G73500,AT2G42380,AT2G47190,AT4G18880,AT4G25490,AT5G05410,AT5G47220,AT5G49520,AT5G61600",2.897483255474468e-05
root,up,GO:0001944,vasculature development,211,23,5,1.988927710114777e-06,"AT1G74930,AT4G11280,AT4G34410,AT5G47220,AT5G61600",4.4861369461477745e-05
root,up,GO:0050832,defense response to fungus,211,199,11,2.8804934007964295e-06,"AT1G15010,AT1G51090,AT1G80840,AT2G30020,AT2G30770,AT3G52400,AT3G56400,AT4G31800,AT4G34410,AT5G42650,AT5G61600",5.8474016036167514e-05
root,up,GO:0009409,response to cold,211,291,13,3.836950602324166e-06,"AT1G27730,AT2G18880,AT3G08720,AT3G45640,AT3G50310,AT3G61190,AT4G17090,AT4G25470,AT4G25490,AT4G34150,AT5G37770,AT5G57560,AT5G59820",7.080917929743689e-05
root,up,GO:0009617,response to bacterium,211,96,7,3.310943146370179e-05,"AT1G61340,AT2G30770,AT3G45640,AT3G50930,AT5G06320,AT5G26920,AT5G49520",0.0005362447579475777
root,up,GO:0042742,defense response to bacterium,211,259,11,3.434079730698773e-05,"AT1G19180,AT1G80840,AT2G05940,AT2G30770,AT3G44260,AT3G56400,AT4G31800,AT5G06320,AT5G22250,AT5G26920,AT5G49520",0.0005362447579475777
root,up,GO:0009816,"defense response to bacterium, incompatible interaction",211,41,5,3.86377173013017e-05,"AT2G40000,AT3G56710,AT5G06320,AT5G26920,AT5G27420",0.0005602469008688746
shoot,up,GO:0006071,glycerol metabolic process,58,21,3,2.066880936204045e-05,"AT3G02040,AT5G08030,AT5G41080",0.000733742732352436
root,up,GO:0010120,camalexin biosynthetic process,211,10,3,9.184158256011818e-05,"AT1G73500,AT2G30770,AT3G45640",0.0011652400787314993
root,up,GO:0009612,response to mechanical stimulus,211,10,3,9.184158256011818e-05,"AT4G11280,AT5G37770,AT5G57560",0.0011652400787314993
hypocotyl,up,GO:0009751,response to salicylic acid,85,141,6,1.5497723005072337e-05,"AT1G18570,AT1G28480,AT2G16720,AT3G11440,AT4G09460,AT4G38620",0.0013483019014412932
hypocotyl,down,GO:0009718,anthocyanin-containing compound biosynthetic process,71,18,3,2.346571497215356e-05,"AT1G56650,AT4G14090,AT5G54060",0.0019476543426887455
root,up,GO:0009414,response to water deprivation,211,260,10,0.00017616495218774478,"AT1G12610,AT1G27730,AT2G35930,AT2G41010,AT2G47190,AT3G46620,AT3G50310,AT4G25490,AT5G05410,AT5G45340",0.0021036167820065992
shoot,up,GO:0030643,cellular phosphate ion homeostasis,58,6,2,9.65316488902157e-05,"AT3G02040,AT5G41080",0.0022845823570684385
root,up,GO:1903507,negative regulation of nucleic acid-templated transcription,211,13,3,0.00021440062422934075,"AT1G17380,AT1G19180,AT1G30135",0.002417962595475343
root,up,GO:0010224,response to UV-B,211,62,5,0.0002846404186556448,"AT1G35210,AT3G45640,AT5G05410,AT5G26920,AT5G59820",0.003041158157215573
root,up,GO:0009651,response to salt stress,211,448,13,0.00032094256659830533,"AT1G12610,AT1G27730,AT1G49010,AT1G61340,AT1G73500,AT2G16720,AT2G41010,AT2G47190,AT3G08720,AT3G23250,AT3G25780,AT3G50310,AT4G34990",0.003257567050972799
root,up,GO:0009867,jasmonic acid mediated signaling pathway,211,36,4,0.00034467544736043376,"AT1G19180,AT1G28480,AT1G32640,AT3G52400",0.0033318626578175262
root,up,GO:0009408,response to heat,211,143,7,0.0004015032171858546,"AT1G12610,AT3G08720,AT3G61190,AT5G05410,AT5G37770,AT5G57560,AT5G59820",0.0036106519919916723
root,up,GO:0009620,response to fungus,211,67,5,0.0004090886493389579,"AT1G73500,AT2G30020,AT3G25780,AT5G26920,AT5G42650",0.0036106519919916723
root,up,GO:0009863,salicylic acid mediated signaling pathway,211,17,3,0.0004958951725191039,"AT1G28480,AT3G50930,AT3G52400",0.004194446667557421
root,up,GO:0045892,"negative regulation of transcription, DNA-templated",211,111,6,0.0006201188035838181,"AT1G03770,AT1G13260,AT1G27730,AT1G80840,AT2G36050,AT3G56400",0.005035364685100603
whole plant,down,GO:0009725,response to hormone,32,24,2,0.0005261539442325421,"AT1G75940,AT2G44480",0.0074282126242843464
whole plant,down,GO:0019762,glucosinolate catabolic process,32,25,2,0.0005714009710987959,"AT1G75940,AT2G44480",0.0074282126242843464
shoot,up,GO:0009751,response to salicylic acid,58,141,4,0.00047500724096823625,"AT3G45860,AT4G09460,AT4G37260,AT4G38620",0.008431378527186194
root,up,GO:2000022,regulation of jasmonic acid mediated signaling pathway,211,22,3,0.0010850698758080562,"AT1G17380,AT1G19180,AT1G30135",0.008471891722655207
root,up,GO:0080142,regulation of salicylic acid biosynthetic process,211,6,2,0.001270588475584105,"AT3G09830,AT5G26920",0.00955294298309531
root,up,GO:0006887,exocytosis,211,52,4,0.001410016729380025,"AT1G61290,AT3G09530,AT3G52400,AT5G58430",0.01022262128800518
hypocotyl,up,GO:0009753,response to jasmonic acid,85,147,5,0.0002352267444480811,"AT1G06160,AT1G18570,AT2G34600,AT4G09460,AT4G38620",0.010232363383491528
hypocotyl,up,GO:0006357,regulation of transcription from RNA polymerase II promoter,85,170,5,0.00045911986989647876,"AT1G18570,AT2G16720,AT3G11440,AT4G09460,AT4G38620",0.013314476226997884
hypocotyl,down,GO:0031540,regulation of anthocyanin biosynthetic process,71,9,2,0.0003456322641299771,"AT1G56650,AT5G13930",0.014343738961394051
hypocotyl,down,GO:0010100,negative regulation of photomorphogenesis,71,12,2,0.0006298027579282448,"AT2G31380,AT4G38960",0.017424542969348106
hypocotyl,down,GO:0009698,phenylpropanoid metabolic process,71,16,2,0.001135820668985875,"AT4G14090,AT5G17050",0.021325193861482312
hypocotyl,down,GO:0006032,chitin catabolic process,71,17,2,0.0012846502326194164,"AT2G43620,AT4G01700",0.021325193861482312
hypocotyl,down,GO:0042744,hydrogen peroxide catabolic process,71,73,3,0.00158045268030897,"AT2G37130,AT5G64110,AT5G64120",0.021862928744274087
hypocotyl,down,GO:0048511,rhythmic process,71,22,2,0.0021599728905751735,"AT2G37130,AT5G64120",0.024494219733106
hypocotyl,down,GO:0016998,cell wall macromolecule catabolic process,71,23,2,0.002360888648974072,"AT2G43620,AT4G01700",0.024494219733106
root,up,GO:0009741,response to brassinosteroid,211,33,3,0.003564943420591418,"AT1G13260,AT4G08950,AT5G57560",0.024954603944139925
root,up,GO:0009864,"induced systemic resistance, jasmonic acid mediated signaling pathway",211,10,2,0.0037189635791960865,"AT3G56400,AT5G47220",0.02516498688589352
root,up,GO:1900056,negative regulation of leaf senescence,211,11,2,0.004517530450151903,"AT2G40750,AT3G56400",0.029582538109059236
hypocotyl,down,GO:0050832,defense response to fungus,71,199,4,0.0035827216252487257,"AT1G56650,AT2G37130,AT4G01700,AT5G64120",0.033040654988404916
root,up,GO:0051865,protein autoubiquitination,211,12,2,0.005387823338423287,"AT2G35930,AT3G46620",0.03417900430312273
root,up,GO:0009723,response to ethylene,211,121,5,0.0056179065588289785,"AT2G47190,AT3G23250,AT3G50060,AT4G11280,AT4G34990",0.03455863731643281
shoot,up,GO:0030162,regulation of proteolysis,58,30,2,0.00269075244846318,"AT1G15670,AT1G80440",0.03820868476817716
shoot,up,GO:0009741,response to brassinosteroid,58,33,2,0.0032499320388298305,"AT1G13260,AT2G44080",0.038457529126152995
root,up,GO:0010411,xyloglucan metabolic process,211,41,3,0.006594993811427069,"AT3G62720,AT4G25810,AT5G57560",0.03937599246234397
root,down,GO:0010380,regulation of chlorophyll biosynthetic process,55,15,2,0.0005987764179370046,"AT1G20780,AT3G22840",0.041315572837653324
root,up,GO:0009631,cold acclimation,211,46,3,0.009077121106888087,"AT4G25470,AT4G25490,AT5G59820",0.05264730241995091
root,up,GO:0009733,response to auxin,211,256,7,0.010509561013619816,"AT1G49010,AT2G37030,AT3G23250,AT4G11280,AT5G37770,AT5G54490,AT5G57560",0.05907288341490193
root,up,GO:0002213,defense response to insect,211,17,2,0.010766978750499366,"AT1G74930,AT3G44260",0.05907288341490193
shoot,up,GO:0009753,response to jasmonic acid,58,147,3,0.006412873381915937,"AT4G09460,AT4G37260,AT4G38620",0.0650448585880045
hypocotyl,down,GO:0009733,response to auxin,71,256,4,0.008645921800055646,"AT1G56650,AT2G46990,AT4G12550,AT5G13930",0.07176115094046186
root,up,GO:0006979,response to oxidative stress,211,273,7,0.014536721184255603,"AT1G13340,AT1G27730,AT2G40000,AT3G28340,AT3G45640,AT4G11280,AT5G59820",0.07765669474747072
hypocotyl,down,GO:0006979,response to oxidative stress,71,273,4,0.010762812165062354,"AT2G37130,AT5G13930,AT5G64110,AT5G64120",0.08121030997274323
hypocotyl,down,GO:0010224,response to UV-B,71,62,2,0.01630913452509168,"AT3G17610,AT5G13930",0.08174005493715097
hypocotyl,down,GO:0052696,flavonoid glucuronidation,71,63,2,0.016810024829114745,"AT5G17050,AT5G54060",0.08174005493715097
hypocotyl,down,GO:0042732,D-xylose metabolic process,71,6,1,0.01871157884103456,AT5G54060,0.08174005493715097
hypocotyl,down,GO:0071421,manganese ion transmembrane transport,71,6,1,0.01871157884103456,AT1G21140,0.08174005493715097
hypocotyl,down,GO:0042938,dipeptide transport,71,6,1,0.01871157884103456,AT2G38100,0.08174005493715097
hypocotyl,down,GO:0006880,intracellular sequestering of iron ion,71,6,1,0.01871157884103456,AT1G21140,0.08174005493715097
hypocotyl,down,GO:0007219,Notch signaling pathway,71,6,1,0.01871157884103456,AT3G52650,0.08174005493715097
hypocotyl,down,GO:0009939,positive regulation of gibberellic acid mediated signaling pathway,71,6,1,0.01871157884103456,AT1G07430,0.08174005493715097
shoot,up,GO:0006357,regulation of transcription from RNA polymerase II promoter,58,170,3,0.009542489704731087,"AT4G09460,AT4G37260,AT4G38620",0.0846895961294884
whole plant,down,GO:0006370,7-methylguanosine mRNA capping,32,7,1,0.009874722705355289,AT5G28210,0.08558093011307917
hypocotyl,down,GO:0071368,cellular response to cytokinin stimulus,71,7,1,0.021796435068720487,AT5G54060,0.08614781479541907
hypocotyl,down,GO:0046283,anthocyanin-containing compound metabolic process,71,7,1,0.021796435068720487,AT1G56650,0.08614781479541907
root,up,GO:0009695,jasmonic acid biosynthetic process,211,22,2,0.017737953444136218,"AT3G25780,AT5G42650",0.09232832177332441
hypocotyl,down,GO:2000033,regulation of seed dormancy process,71,8,1,0.02487172966268616,AT5G45830,0.09383425281831598
root,up,GO:0009814,"defense response, incompatible interaction",211,23,2,0.019309255320869023,"AT3G49530,AT5G27420",0.09560436171064418
root,up,GO:0009451,RNA modification,211,23,2,0.019309255320869023,"AT3G44260,AT5G22250",0.09560436171064418
shoot,up,GO:0046345,abscisic acid catabolic process,58,5,1,0.012772349353988213,AT3G21780,0.09567136816575726
shoot,up,GO:0042787,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,58,72,2,0.01475816143935858,"AT1G15670,AT1G80440",0.09567136816575726
shoot,up,GO:0009267,cellular response to starvation,58,6,1,0.015307512895007808,AT5G49450,0.09567136816575726
shoot,up,GO:0016131,brassinosteroid metabolic process,58,7,1,0.017836278192864343,AT2G36790,0.09567136816575726
shoot,up,GO:0071333,cellular response to glucose stimulus,58,7,1,0.017836278192864343,AT5G49450,0.09567136816575726
shoot,up,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,58,82,2,0.018864776821416924,"AT1G15670,AT1G80440",0.09567136816575726
root,up,GO:0048278,vesicle docking,211,24,2,0.02093676690046479,"AT1G61290,AT3G52400",0.09982000562523326
root,up,GO:0009737,response to abscisic acid,211,363,8,0.02118055172843278,"AT1G27730,AT1G32640,AT1G61340,AT2G47190,AT3G46620,AT4G34990,AT5G27420,AT5G37770",0.09982000562523326
root,up,GO:0006357,regulation of transcription from RNA polymerase II promoter,211,170,5,0.021921559939733888,"AT2G16720,AT2G47190,AT3G23250,AT3G50060,AT4G34990",0.09982000562523326
root,up,GO:0070417,cellular response to cold,211,25,2,0.022619311619510984,"AT2G18880,AT3G49530",0.09982000562523326
root,up,GO:0009693,ethylene biosynthetic process,211,25,2,0.022619311619510984,"AT1G73500,AT4G11280",0.09982000562523326
hypocotyl,down,GO:0019745,pentacyclic triterpenoid biosynthetic process,71,10,1,0.03099375071978081,AT5G42600,0.10258211993363751
hypocotyl,down,GO:0010951,negative regulation of endopeptidase activity,71,10,1,0.03099375071978081,AT1G62170,0.10258211993363751
hypocotyl,down,GO:0030026,cellular manganese ion homeostasis,71,10,1,0.03099375071978081,AT1G21140,0.10258211993363751
hypocotyl,down,GO:0019430,removal of superoxide radicals,71,11,1,0.034040535348402026,AT1G56650,0.10258211993363751
hypocotyl,down,GO:0009813,flavonoid biosynthetic process,71,96,2,0.03673906759217976,"AT5G13930,AT5G17050",0.10258211993363751
hypocotyl,down,GO:0009808,lignin metabolic process,71,12,1,0.03707787467480874,AT5G64120,0.10258211993363751
hypocotyl,down,GO:0019827,stem cell population maintenance,71,12,1,0.03707787467480874,AT3G20840,0.10258211993363751
hypocotyl,down,GO:0007389,pattern specification process,71,12,1,0.03707787467480874,AT3G20840,0.10258211993363751
root,up,GO:0009738,abscisic acid-activated signaling pathway,211,174,5,0.023943731871852694,"AT1G32640,AT2G30020,AT3G45640,AT3G46620,AT5G26920",0.10300444063772991
root,up,GO:0000302,response to reactive oxygen species,211,26,2,0.024355729805965693,"AT3G50310,AT4G18880",0.10300444063772991
hypocotyl,down,GO:0098869,cellular oxidant detoxification,71,13,1,0.0401057975632488,AT5G64120,0.10402441242967658
hypocotyl,down,GO:0010449,root meristem growth,71,13,1,0.0401057975632488,AT3G20840,0.10402441242967658
whole plant,down,GO:0016024,CDP-diacylglycerol biosynthetic process,32,17,1,0.023817771682498844,AT1G02390,0.10458858572970064
whole plant,down,GO:0010143,cutin biosynthetic process,32,19,1,0.026583465091194865,AT1G02390,0.10458858572970064
whole plant,down,GO:0009306,protein secretion,32,24,1,0.03346452992135363,AT1G20080,0.10458858572970064
whole plant,down,GO:0009831,plant-type cell wall modification involved in multidimensional cell growth,32,25,1,0.03483507696094757,AT1G12560,0.10458858572970064
whole plant,down,GO:0010082,regulation of root meristem growth,32,26,1,0.036203741214127144,AT4G26540,0.10458858572970064
whole plant,down,GO:0010089,xylem development,32,26,1,0.036203741214127144,AT2G45420,0.10458858572970064
hypocotyl,down,GO:0010102,lateral root morphogenesis,71,14,1,0.043124332791037334,AT4G12550,0.10527410651929703
hypocotyl,down,GO:0000723,telomere maintenance,71,14,1,0.043124332791037334,AT3G20840,0.10527410651929703
shoot,up,GO:0009617,response to bacterium,58,96,2,0.025318940019700916,"AT4G37990,AT5G49450",0.1067631052408487
shoot,up,GO:0009813,flavonoid biosynthetic process,58,96,2,0.025318940019700916,"AT1G17020,AT2G36790",0.1067631052408487
shoot,up,GO:0051555,flavonol biosynthetic process,58,11,1,0.027887673679343025,AT2G36790,0.1067631052408487
shoot,up,GO:0035265,organ growth,58,11,1,0.027887673679343025,AT2G44080,0.1067631052408487
shoot,up,GO:0030154,cell differentiation,58,264,3,0.03039194212766691,"AT4G09460,AT4G37260,AT4G38620",0.1067631052408487
shoot,up,GO:0030042,actin filament depolymerization,58,13,1,0.03287539263000914,AT4G00680,0.1067631052408487
shoot,up,GO:0009835,fruit ripening,58,13,1,0.03287539263000914,AT1G69490,0.1067631052408487
shoot,up,GO:0045892,"negative regulation of transcription, DNA-templated",58,111,2,0.03308152556758692,"AT1G13260,AT4G38620",0.1067631052408487
shoot,up,GO:0006970,response to osmotic stress,58,114,2,0.034732861644528344,"AT3G21780,AT5G49450",0.10721883377223967
root,up,GO:0000271,polysaccharide biosynthetic process,211,27,2,0.02614487846873711,"AT3G28340,AT3G62720",0.10831449651333945
root,up,GO:0009626,plant-type hypersensitive response,211,69,3,0.02681759432967097,"AT3G45640,AT3G50930,AT5G26920",0.10887943297846414
shoot,up,GO:0007275,multicellular organism development,58,300,3,0.04188857516661539,"AT1G69490,AT2G44080,AT3G15500",0.11086958769300086
shoot,up,GO:0012501,programmed cell death,58,17,1,0.042775499106900025,AT3G45860,0.11086958769300086
shoot,up,GO:0009901,anther dehiscence,58,17,1,0.042775499106900025,AT5G49450,0.11086958769300086
shoot,up,GO:0080167,response to karrikin,58,128,2,0.04284774918584197,"AT1G70420,AT5G20250",0.11086958769300086
shoot,up,GO:0009825,multidimensional cell growth,58,18,1,0.04523492238375839,AT1G69490,0.11086958769300086
shoot,up,GO:0006629,lipid metabolic process,58,132,2,0.04528476117038063,"AT5G08030,AT5G41080",0.11086958769300086
hypocotyl,down,GO:0010039,response to iron ion,71,16,1,0.049133354940803134,AT1G21140,0.11093034912206058
hypocotyl,down,GO:0010162,seed dormancy process,71,16,1,0.049133354940803134,AT5G45830,0.11093034912206058
hypocotyl,down,GO:0010030,positive regulation of seed germination,71,17,1,0.052123898985064615,AT1G07430,0.11093034912206058
hypocotyl,down,GO:0000272,polysaccharide catabolic process,71,17,1,0.052123898985064615,AT2G43620,0.11093034912206058
hypocotyl,down,GO:0015706,nitrate transport,71,17,1,0.052123898985064615,AT2G38100,0.11093034912206058
hypocotyl,down,GO:0010588,cotyledon vascular tissue pattern formation,71,18,1,0.05510516961375516,AT2G46990,0.11434322694854196
root,up,GO:0010193,response to ozone,211,29,2,0.029876877418054924,"AT3G02840,AT5G42380",0.11663473299740673
root,up,GO:0061025,membrane fusion,211,29,2,0.029876877418054924,"AT1G61290,AT3G52400",0.11663473299740673
shoot,up,GO:0016114,terpenoid biosynthetic process,58,21,1,0.05257599146922821,AT1G66020,0.12041598046178073
shoot,up,GO:0006541,glutamine metabolic process,58,21,1,0.05257599146922821,AT1G15045,0.12041598046178073
whole plant,down,GO:0009828,plant-type cell wall loosening,32,34,1,0.047085574632119785,AT1G12560,0.12104115872169043
whole plant,down,GO:0010311,lateral root formation,32,40,1,0.05516874411166342,AT2G45420,0.12104115872169043
whole plant,down,GO:0048767,root hair elongation,32,42,1,0.05784834307319388,AT1G12560,0.12104115872169043
whole plant,down,GO:0016311,dephosphorylation,32,44,1,0.06052057936084521,AT1G02390,0.12104115872169043
hypocotyl,down,GO:0071732,cellular response to nitric oxide,71,20,1,0.0610400039250503,AT1G21140,0.12143926752548506
hypocotyl,down,GO:0080167,response to karrikin,71,128,2,0.061451195615305695,"AT3G17610,AT5G17050",0.12143926752548506
root,up,GO:0048235,pollen sperm cell differentiation,211,30,2,0.03181752326720724,"AT3G50310,AT5G49150",0.12186711741968057
whole plant,down,GO:0005975,carbohydrate metabolic process,32,329,2,0.07880892926782405,"AT1G75940,AT2G44480",0.12356259311678491
whole plant,down,GO:0009636,response to toxic substance,32,58,1,0.0790217168488209,AT4G15480,0.12356259311678491
whole plant,down,GO:0009664,plant-type cell wall organization,32,59,1,0.0803296343503004,AT1G12560,0.12356259311678491
